,genre_id,genre_name
0,28,액션
1,12,모험
2,16,애니메이션
3,35,코미디
4,80,범죄
5,99,다큐멘터리
6,18,드라마
7,10751,가족
8,14,판타지
9,36,역사
10,27,공포
11,10402,음악
12,9648,미스터리
13,10749,로맨스
14,878,SF
15,10770,TV 영화
16,53,스릴러
17,10752,전쟁
18,37,서부
