,movie_id,genre_id
651,235,6
652,236,6
653,236,13
654,237,2
655,237,0
656,237,8
657,238,10
658,238,14
659,238,0
660,239,6
661,240,2
662,240,7
663,240,1
664,240,8
665,240,0
666,240,15
667,241,2
668,241,7
669,241,1
670,241,15
671,241,8
672,241,0
673,242,6
674,243,6
675,243,4
676,243,12
677,244,3
678,245,3
679,245,0
680,246,0
681,246,2
682,246,14
683,247,3
684,248,2
685,248,7
686,248,8
687,249,6
688,249,13
689,250,0
690,250,16
691,251,1
692,251,14
693,251,0
694,252,3
695,253,8
696,253,0
697,254,0
698,254,16
699,255,10
700,255,0
701,255,16
702,256,10
703,257,5
704,257,11
705,258,0
706,258,8
707,258,14
708,259,2
709,259,1
710,259,7
711,259,3
712,260,6
713,260,4
714,261,16
715,261,0
716,262,1
717,262,3
718,262,10
719,262,7
720,263,7
721,263,2
722,263,6
723,264,10
724,264,12
725,265,3
726,265,6
727,266,10
728,266,8
729,266,16
730,267,2
731,267,7
732,267,1
733,267,6
734,267,3
735,268,6
736,268,13
737,269,0
738,269,16
739,270,2
740,270,7
741,270,1
742,270,3
743,271,8
744,271,0
745,271,3
746,271,4
747,272,6
748,272,3
749,272,17
750,273,1
751,273,0
752,273,14
753,274,4
754,274,0
755,275,0
756,275,1
757,275,4
758,275,16
759,276,14
760,276,0
761,276,1
762,277,16
763,277,10
764,278,10
765,278,16
766,278,12
767,279,0
768,279,8
769,279,1
770,280,0
771,280,12
772,280,14
773,280,16
774,281,14
775,281,0
776,281,1
777,282,2
778,282,1
779,282,3
780,282,7
781,282,8
782,283,2
783,283,7
784,284,2
785,284,6
786,284,12
787,284,8
788,285,10
789,285,14
790,285,16
791,286,10
792,287,1
793,287,8
794,287,6
795,287,13
796,288,2
797,288,1
798,288,3
799,288,7
800,288,8
801,288,10
802,289,10
803,289,16
804,289,12
805,290,16
806,291,2
807,291,7
808,291,8
809,291,0
810,291,1
811,292,6
812,292,13
813,293,0
814,293,16
815,294,6
816,294,13
817,295,16
818,295,12
819,295,14
820,296,6
821,296,11
822,297,0
823,297,1
824,297,16
825,297,17
826,297,12
827,298,5
828,299,10
829,299,16
830,299,0
831,299,1
832,299,4
833,299,12
834,299,6
835,299,17
836,300,10
837,300,16
838,301,10
839,301,8
840,302,0
841,302,4
842,302,16
843,303,0
844,303,16
845,303,12
846,304,6
847,304,13
848,304,16
849,305,1
850,305,8
851,305,6
852,305,13
853,306,0
854,306,16
855,307,0
856,307,1
857,307,3
858,308,3
859,308,7
860,308,1
861,309,3
862,309,4
863,310,8
864,310,2
865,310,7
866,311,6
867,312,1
868,312,6
869,312,14
870,313,13
871,313,3
872,314,10
873,314,8
874,314,1
875,314,7
876,315,6
877,316,0
878,316,8
879,316,10
880,316,15
881,317,10
882,318,0
883,318,4
884,318,16
885,319,17
886,319,6
887,319,0
888,320,16
889,321,8
890,321,6
891,321,13
892,322,1
893,322,7
894,322,2
895,322,0
896,322,3
897,323,2
898,323,3
899,323,8
900,323,1
901,323,7
902,324,2
903,324,1
904,324,7
905,325,0
906,325,6
907,325,16
908,326,0
909,326,4
910,327,2
911,328,0
912,328,14
913,328,6
914,329,2
915,329,0
916,329,1
917,330,7
918,330,2
919,330,8
920,330,1
921,330,3
922,331,8
923,331,1
924,331,3
925,332,10
926,332,12
927,332,16
928,333,2
929,333,3
930,333,7
931,333,8
932,334,0
933,334,1
934,334,12
935,334,3
936,334,4
937,335,2
938,335,7
939,335,1
940,336,0
941,336,3
942,337,13
943,337,8
944,337,2
945,338,10
946,338,16
947,338,0
948,338,1
949,339,3
950,339,1
951,339,14
952,340,0
953,340,1
954,340,14
955,341,7
956,341,2
957,341,3
958,341,14
959,342,2
960,342,0
961,342,8
962,342,1
963,343,2
964,343,14
965,343,0
966,344,16
967,345,2
968,345,3
969,345,8
970,346,0
971,346,16
972,347,3
973,348,7
974,348,2
975,348,1
976,348,3
977,348,8
978,349,16
979,349,4
980,349,6
981,350,0
982,350,16
983,351,3
984,351,8
985,352,1
986,352,8
987,352,3
988,353,0
989,353,1
990,353,8
991,354,2
992,354,3
993,354,7
994,354,1
995,355,16
996,355,2
997,355,0
998,355,3
999,355,10
1000,355,12
1001,356,5
1002,357,6
1003,357,16
1004,357,10
1005,358,1
1006,358,8
1007,358,6
1008,358,0
1009,359,13
1010,360,14
1011,360,1
1012,360,16
1013,361,1
1014,361,0
1015,361,8
1016,362,13
1017,362,7
1018,362,2
1019,363,1
1020,363,3
1021,363,7
1022,363,8
1023,364,6
1024,365,2
1025,365,0
1026,365,1
1027,365,14
1028,366,10
1029,366,16
1030,367,1
1031,367,14
1032,368,2
1033,368,7
1034,368,1
1035,368,8
1036,369,2
1037,369,7
1038,369,14
1039,369,3
1040,370,10
1041,371,1
1042,371,8
1043,371,13
1044,372,0
1045,372,6
1046,372,10
1047,372,14
1048,372,16
1049,373,0
1050,373,1
1051,373,14
1052,374,6
1053,374,13
1054,375,0
1055,375,2
1056,376,10
1057,377,14
1058,377,16
1059,377,10
1060,378,2
1061,378,0
1062,378,1
1063,378,8
1064,379,0
1065,379,1
1066,379,8
1067,380,0
1068,380,6
1069,381,10
1070,381,16
1071,382,3
1072,383,8
1073,383,3
1074,383,1
1075,384,10
1076,384,12
1077,385,16
1078,385,6
1079,385,4
1080,386,13
1081,386,6
1082,387,10
1083,387,16
1084,388,8
1085,388,0
1086,388,10
1087,389,3
1088,390,2
1089,390,3
1090,390,7
1091,391,2
1092,391,3
1093,391,7
1094,392,3
1095,393,14
1096,393,1
1097,394,4
1098,394,6
1099,394,3
1100,395,2
1101,395,3
1102,395,13
1103,396,6
1104,396,16
1105,396,12
1106,397,4
1107,397,16
1108,397,6
1109,398,6
1110,398,16
1111,399,13
1112,400,7
1113,400,8
1114,400,2
1115,400,13
1116,401,16
1117,401,10
1118,401,6
1119,402,2
1120,402,7
1121,403,3
1122,403,8
1123,404,0
1124,404,16
1125,404,4
1126,405,4
1127,405,0
1128,405,6
1129,405,16
1130,406,6
1131,406,10
1132,407,2
1133,407,7
1134,407,3
1135,407,8
1136,407,6
1137,408,10
1138,408,16
1139,409,2
1140,409,7
1141,409,8
1142,410,16
1143,411,2
1144,411,6
1145,411,1
1146,411,8
1147,412,4
1148,413,4
1149,413,6
1150,414,0
1151,414,3
1152,414,1
1153,415,1
1154,415,3
1155,415,7
1156,416,13
1157,417,4
1158,417,0
1159,418,1
1160,418,0
1161,418,16
1162,419,16
1163,419,10
1164,420,10
1165,420,12
1166,420,16
1167,421,6
1168,421,18
1169,421,16
1170,422,3
1171,422,7
1172,423,1
1173,423,8
1174,423,13
1175,423,7
1176,424,13
1177,424,6
1178,425,6
1179,425,9
1180,425,1
1181,425,0
1182,425,8
1183,425,12
1184,426,0
1185,427,6
1186,428,0
1187,428,3
1188,428,8
1189,429,14
1190,429,16
1191,430,8
1192,430,10
1193,430,16
1194,430,12
1195,431,2
1196,431,7
1197,431,3
1198,431,14
1199,432,3
1200,432,13
1201,433,0
1202,433,8
1203,433,14
1204,433,1
1205,434,0
1206,434,14
1207,434,10
1208,435,8
1209,435,2
1210,435,7
1211,436,10
1212,436,12
1213,437,0
1214,437,1
1215,437,8
1216,438,2
1217,438,6
1218,438,3
1219,438,10
1220,438,8
1221,439,2
1222,439,8
1223,439,0
1224,440,1
1225,440,8
1226,440,0
1227,441,0
1228,441,1
1229,441,8
1230,442,3
1231,442,10
1232,442,16
1233,443,2
1234,443,1
1235,443,14
1236,444,13
1237,445,6
1238,446,6
1239,446,0
1240,447,0
1241,447,10
1242,447,16
1243,447,17
1244,447,8
1245,448,16
1246,449,0
1247,449,12
1248,449,14
1249,449,16
1250,450,16
1251,450,10
1252,451,6
1253,451,13
1254,452,8
1255,452,2
1256,452,1
1257,453,2
1258,453,1
1259,453,3
1260,453,7
1261,454,6
1262,454,10
1263,454,16
1264,454,15
1265,455,6
1266,455,3
1267,456,0
1268,456,1
1269,456,8
1270,457,2
1271,457,0
1272,457,14
1273,458,3
1274,459,3
1275,460,2
1276,460,7
1277,460,1
1278,460,8
1279,460,3
1280,461,1
1281,461,8
1282,461,0
1283,462,16
1284,463,2
1285,463,1
1286,463,7
1287,463,14
1288,463,0
1289,463,8
1290,464,0
1291,464,16
1292,464,4
1293,465,6
1294,465,3
1295,465,13
1296,466,6
1297,467,4
1298,467,16
1299,467,6
1300,468,1
1301,468,8
1302,468,6
1303,468,13
1304,469,0
1305,469,12
1306,469,16
1307,469,14
1308,470,8
1309,470,1
1310,470,2
1311,470,3
1312,470,7
1313,471,6
1314,472,10
1315,472,16
1316,473,1
1317,473,8
1318,473,0
1319,474,15
1320,474,12
1321,475,2
1322,475,6
1323,475,13
1324,475,8
1325,476,1
1326,476,0
1327,476,14
1328,477,0
1329,477,16
1330,477,4
1331,478,10
1332,479,2
1333,479,1
1334,479,3
1335,479,7
1336,480,1
1337,480,7
1338,480,8
1339,481,0
1340,481,4
1341,481,16
1342,482,2
1343,482,0
1344,482,3
1345,483,2
1346,483,7
1347,484,10
1348,484,16
1349,485,2
1350,485,7
1351,485,3
1352,486,2
1353,486,7
1354,486,3
1355,486,1
1356,486,12
1357,487,2
1358,487,14
1359,487,7
1360,487,3
1361,488,7
1362,488,1
1363,488,2
1364,488,0
1365,489,2
1366,490,2
1367,490,3
1368,490,7
1369,491,16
1370,491,10
1371,492,3
1372,492,4
1373,493,6
1374,493,16
1375,493,3
1376,494,10
1377,494,0
1378,494,1
1379,495,6
1380,496,6
1381,497,3
1382,497,8
1383,497,13
1384,499,13
1385,499,2
1386,499,6
1387,500,0
1388,500,1
1389,500,3
1390,501,3
1391,501,7
1392,501,2
1393,502,0
1394,502,1
1395,502,14
1396,502,6
1397,503,3
1398,504,2
1399,504,1
1400,504,3
1401,504,7
1402,504,8
1403,505,2
1404,505,7
1405,505,1
1406,505,3
1407,506,3
1408,506,1
1409,506,8
1410,506,2
1411,506,7
1412,507,0
1413,507,2
1414,507,1
1415,507,3
1416,507,8
1417,508,2
1418,508,0
1419,508,14
1420,509,10
1421,509,16
1422,510,13
1423,511,14
1424,511,6
1425,511,1
1426,512,0
1427,512,16
1428,512,4
1429,512,1
1430,513,2
1431,513,3
1432,513,7
1433,513,1
1434,514,16
1435,514,0
1436,515,2
1437,515,7
1438,515,6
1439,515,8
1440,516,1
1441,516,8
1442,516,0
1443,517,2
1444,517,7
1445,517,3
1446,517,14
1447,518,3
1448,519,0
1449,519,1
1450,519,8
1451,519,14
1452,519,3
1453,520,10
1454,521,1
1455,521,8
1456,521,0
1457,522,0
1458,522,1
1459,522,14
1460,523,0
1461,523,1
1462,523,14
1463,524,13
1464,524,7
1465,524,2
1466,524,8
1467,525,0
1468,525,3
1469,525,4
1470,526,6
1471,527,6
1472,527,12
1473,527,16
1474,528,0
1475,528,14
1476,528,1
1477,529,2
1478,529,3
1479,529,7
1480,529,18
1481,530,10
1482,530,12
1483,530,16
1484,531,0
1485,531,1
1486,531,8
1487,532,6
1488,532,0
1489,532,1
1490,533,16
1491,533,0
1492,534,5
1493,534,10
1494,535,0
1495,535,16
1496,535,4
1497,536,2
1498,536,0
1499,536,14
1500,537,14
1501,537,0
1502,537,16
1503,538,13
1504,539,0
1505,539,4
1506,539,16
1507,540,6
1508,541,3
1509,542,13
1510,542,6
1511,543,0
1512,543,1
1513,543,2
1514,543,7
1515,544,1
1516,544,8
1517,545,6
1518,545,13
1519,546,0
1520,546,4
1521,546,6
1522,546,1
1523,546,16
1524,547,14
1525,547,0
1526,547,16
1527,547,1
1528,548,0
1529,548,16
1530,549,7
1531,549,1
1532,549,2
1533,549,3
1534,549,8
1535,550,1
1536,550,6
1537,550,7
1538,551,3
1539,552,3
1540,552,10
1541,552,16
1542,553,7
1543,553,2
1544,553,13
1545,553,8
1546,554,13
1547,554,6
1548,555,2
1549,555,1
1550,555,8
1551,555,0
1552,555,7
1553,556,4
1554,556,16
1555,557,2
1556,557,3
1557,557,7
1558,557,1
1559,558,2
1560,558,7
1561,558,3
1562,558,8
1563,559,0
1564,559,14
1565,559,3
1566,559,7
1567,560,6
1568,560,13
1569,561,11
1570,561,6
1571,561,9
1572,562,13
1573,563,10
1574,563,16
1575,564,6
1576,564,8
1577,565,2
1578,565,6
1579,565,1
1580,565,8
1581,566,0
1582,566,16
1583,566,4
1584,567,2
1585,567,7
1586,567,14
1587,568,3
1588,569,13
1589,569,6
1590,569,9
1591,570,6
1592,570,9
1593,571,8
1594,571,1
1595,571,0
1596,571,7
1597,571,13
1598,572,3
1599,572,8
1600,573,16
1601,573,0
1602,573,4
1603,574,3
1604,574,13
1605,575,3
1606,576,10
1607,576,16
1608,577,13
1609,577,8
1610,577,7
1611,577,6
1612,578,1
1613,578,8
1614,578,7
1615,579,10
1616,579,16
1617,580,1
1618,580,8
1619,580,0
1620,581,1
1621,581,0
1622,581,14
1623,582,2
1624,582,0
1625,582,1
1626,582,8
1627,583,0
1628,583,1
1629,583,4
1630,584,1
1631,584,8
1632,584,0
1633,585,8
1634,585,2
1635,585,0
1636,586,3
1637,587,6
1638,587,3
1639,588,0
1640,588,1
1641,588,2
1642,588,7
1643,589,2
1644,589,7
1645,589,3
1646,589,8
1647,590,0
1648,590,14
1649,590,1
1650,591,12
1651,591,16
1652,591,3
1653,592,2
1654,592,6
1655,592,8
1656,592,7
1657,593,0
1658,593,1
1659,593,4
1660,593,16
1661,594,12
1662,594,1
1663,594,3
1664,595,10
1665,595,16
1666,596,0
1667,596,14
1668,596,16
1669,597,8
1670,597,0
1671,597,1
1672,597,2
1673,597,3
1674,597,7
1675,598,7
1676,598,2
1677,598,3
1678,598,1
1679,599,2
1680,599,3
1681,599,7
1682,599,8
1683,600,9
1684,600,0
1685,600,6
1686,600,17
1687,601,6
1688,602,2
1689,602,7
1690,603,0
1691,603,1
1692,603,6
1693,604,0
1694,604,1
1695,604,2
1696,604,14
1697,605,2
1698,605,0
1699,605,1
1700,606,10
1701,607,6
1702,607,13
1703,608,0
1704,608,1
1705,608,14
1706,609,14
1707,609,1
1708,609,0
1709,610,3
1710,610,13
1711,611,2
1712,611,3
1713,611,7
1714,612,7
1715,612,8
1716,612,1
1717,612,3
1718,613,0
1719,614,0
1720,614,1
1721,614,14
1722,615,2
1723,615,1
1724,615,3
1725,615,7
1726,616,3
1727,616,10
1728,616,17
1729,617,14
1730,617,0
1731,617,1
1732,618,0
1733,618,4
1734,618,10
1735,618,16
1736,619,10
1737,619,0
1738,619,8
1739,620,3
1740,621,0
1741,621,1
1742,621,3
1743,621,4
1744,621,17
1745,622,2
1746,622,1
1747,622,3
1748,622,7
1749,622,0
1750,622,8
1751,623,5
1752,624,0
1753,624,1
1754,624,14
1755,625,0
1756,625,16
1757,625,6
1758,626,3
1759,627,0
1760,627,1
1761,627,14
1762,628,2
1763,628,7
1764,628,1
1765,629,4
1766,629,3
1767,630,7
1768,630,3
1769,630,8
1770,630,15
1771,631,2
1772,631,0
1773,631,14
1774,632,6
1775,632,9
1776,633,0
1777,633,8
1778,633,10
1779,634,0
1780,634,2
1781,634,14
1782,635,0
1783,635,1
1784,635,8
1785,636,0
1786,636,1
1787,637,0
1788,637,2
1789,637,14
1790,638,0
1791,638,4
1792,638,16
1793,639,10
1794,640,7
1795,640,1
1796,641,3
1797,641,13
1798,642,2
1799,642,7
1800,643,3
1801,643,10
1802,644,0
1803,644,16
1804,644,4
1805,645,3
1806,645,7
1807,645,2
1808,646,8
1809,646,0
1810,647,3
1811,647,13
1812,648,17
1813,648,0
1814,649,0
1815,649,16
1816,650,0
1817,650,14
1818,650,1
1819,651,0
1820,651,1
1821,651,14
1822,651,16
1823,652,0
1824,653,0
1825,654,3
1826,655,16
1827,655,10
1828,656,0
1829,656,16
1830,657,3
1831,657,13
1832,657,6
1833,658,10
1834,658,8
1835,659,18
1836,659,2
1837,659,1
1838,659,3
1839,659,7
1840,659,6
1841,660,0
1842,660,1
1843,660,3
1844,660,6
1845,660,8
1846,660,2
1847,661,12
1848,661,3
1849,661,4
1850,661,16
1851,662,7
1852,662,8
1853,662,1
1854,662,0
1855,663,7
1856,663,3
1857,663,6
1858,664,0
1859,664,2
1860,664,1
1861,664,3
1862,664,8
1863,665,2
1864,665,3
1865,666,7
1866,666,1
1867,666,2
1868,666,6
1869,667,2
1870,667,7
1871,667,8
1872,667,1
1873,667,3
1874,667,13
1875,668,12
1876,668,16
1877,668,4
1878,668,6
1879,668,13
1880,669,3
1881,669,10
1882,670,2
1883,670,0
1884,670,6
1885,670,14
1886,671,16
1887,672,3
1888,673,3
1889,673,6
1890,673,13
1891,674,14
1892,674,0
1893,674,6
1894,674,16
1895,675,0
1896,675,3
1897,675,4
1898,676,1
1899,676,0
1900,676,8
1901,677,6
1902,678,4
1903,678,0
1904,678,14
1905,679,14
1906,679,0
1907,679,16
1908,679,1
1909,680,1
1910,680,2
1911,680,7
1912,680,8
1913,681,6
1914,682,8
1915,682,3
1916,682,7
1917,683,0
1918,683,1
1919,683,6
1920,683,7
1921,684,14
1922,684,1
1923,684,12
1924,685,0
1925,685,1
1926,685,8
1927,686,0
1928,686,16
1929,686,1
1930,687,14
1931,687,0
1932,688,0
1933,688,2
1934,688,8
1935,688,1
1936,689,0
1937,689,6
1938,689,4
1939,689,16
1940,690,2
1941,690,3
1942,690,7
1943,690,11
1944,691,14
1945,691,10
1946,691,0
1947,692,3
1948,693,2
1949,693,7
1950,693,1
1951,693,3
1952,694,1
1953,694,3
1954,694,8
1955,695,2
1956,695,7
1957,695,8
1958,696,7
1959,696,3
1960,697,0
1961,697,1
1962,697,14
1963,698,3
1964,699,2
1965,699,8
1966,699,7
1967,700,4
1968,700,6
1969,701,7
1970,701,2
1971,701,1
1972,701,8
1973,702,10
1974,703,10
1975,703,12
1976,703,16
1977,704,5
1978,705,0
1979,705,16
1980,705,4
1981,706,6
1982,706,4
1983,707,10
1984,707,0
1985,707,16
1986,708,1
1987,708,2
1988,708,7
1989,709,0
1990,709,8
1991,710,0
1992,710,16
1993,711,6
1994,711,8
1995,711,0
1996,712,2
1997,712,3
1998,712,8
1999,713,14
2000,713,0
2001,713,1
2002,713,3
2003,714,3
2004,715,10
2005,715,16
2006,716,2
2007,716,0
2008,716,8
2009,716,14
2010,717,1
2011,717,0
2012,717,14
2013,718,0
2014,718,1
2015,718,8
2016,719,8
2017,719,6
2018,719,13
2019,720,6
2020,721,7
2021,721,2
2022,721,1
2023,722,4
2024,722,16
2025,723,2
2026,723,1
2027,723,3
2028,723,7
2029,723,8
2030,724,11
2031,724,8
2032,724,3
2033,724,14
2034,724,7
2035,724,15
2036,725,10
2037,725,12
2038,725,16
2039,726,0
2040,726,6
2041,727,1
2042,727,8
2043,727,0
2044,728,2
2045,728,1
2046,728,7
2047,728,18
2048,729,0
2049,729,3
2050,729,14
2051,730,3
2052,730,0
2053,731,3
2054,731,13
2055,732,0
2056,732,1
2057,732,8
2058,733,1
2059,733,0
2060,733,2
2061,734,16
2062,735,1
2063,735,2
2064,735,3
2065,735,7
2066,735,8
2067,736,1
2068,736,2
2069,736,3
2070,736,7
2071,736,8
2072,737,14
2073,737,0
2074,737,1
2075,737,16
2076,738,3
2077,738,10
2078,739,10
2079,739,16
2080,740,3
2081,741,2
2082,741,3
2083,741,1
2084,741,7
2085,742,0
2086,742,1
2087,742,8
2088,743,2
2089,743,1
2090,743,0
2091,743,8
2092,744,6
2093,744,15
2094,745,0
2095,745,16
2096,746,5
2097,747,16
2098,747,0
2099,747,4
2100,748,10
2101,748,16
2102,749,0
2103,749,12
2104,749,1
2105,750,16
2106,750,12
2107,750,10
2108,751,16
2109,751,12
2110,751,6
2111,752,7
2112,752,1
2113,752,8
2114,753,0
2115,753,16
2116,753,4
2117,754,16
2118,754,4
2119,755,10
2120,756,4
2121,756,6
2122,756,16
2123,757,2
2124,757,6
2125,757,14
2126,757,11
2127,758,7
2128,758,8
2129,758,1
2130,759,14
2131,759,6
2132,760,4
2133,760,0
2134,760,16
2135,761,1
2136,761,2
