,movie_id,keyword_id
1512,691,1
1513,691,28
1514,691,40
1515,691,97
1516,692,0
1517,692,83
1518,692,85
1519,692,86
1520,693,85
1521,693,86
1522,694,29
1523,694,22
1524,695,1
1525,695,28
1526,695,40
1527,695,97
1528,697,4
1529,697,14
1530,697,33
1531,697,101
1532,698,57
1533,698,83
1534,699,38
1535,699,44
1536,699,81
1537,699,85
1538,700,100
1539,703,57
1540,703,67
1541,705,1
1542,705,28
1543,705,40
1544,705,97
1545,710,57
1546,712,83
1547,712,85
1548,715,3
1549,715,11
1550,722,4
1551,722,14
1552,722,33
1553,722,101
1554,725,70
1555,725,31
1556,726,57
1557,730,1
1558,730,28
1559,730,40
1560,730,97
1561,731,2
1562,731,10
1563,731,3
1564,731,11
1565,731,61
1566,731,100
1567,731,6
1568,732,92
1569,732,57
1570,732,83
1571,734,98
1572,735,4
1573,735,14
1574,735,33
1575,735,101
1576,738,1
1577,738,28
1578,738,40
1579,738,97
1580,744,1
1581,744,28
1582,744,40
1583,744,97
1584,744,2
1585,744,10
1586,744,3
1587,744,11
1588,746,4
1589,746,14
1590,746,33
1591,746,101
1592,747,12
1593,748,1
1594,748,28
1595,748,40
1596,748,97
1597,748,100
1598,748,4
1599,748,14
1600,748,33
1601,748,101
1602,750,3
1603,750,11
1604,750,4
1605,750,14
1606,750,33
1607,750,101
1608,751,87
1609,757,100
1610,757,4
1611,757,14
1612,757,33
1613,757,101
1614,761,95
1615,762,2
1616,762,10
1617,763,95
1618,764,1
1619,764,28
1620,764,40
1621,764,97
1622,765,1
1623,765,28
1624,765,40
1625,765,97
1626,765,70
1627,766,47
1628,766,95
1629,769,1
1630,769,28
1631,769,40
1632,769,97
1633,769,100
1634,776,57
1635,776,1
1636,776,28
1637,776,40
1638,776,97
1639,777,57
1640,778,100
1641,778,4
1642,778,14
1643,778,33
1644,778,101
1645,781,47
1646,781,26
1647,781,93
1648,781,1
1649,781,28
1650,781,40
1651,781,97
1652,781,70
1653,781,30
1654,781,56
1655,782,0
1656,782,2
1657,782,10
1658,782,3
1659,782,11
1660,782,70
1661,784,87
1662,790,1
1663,790,28
1664,790,40
1665,790,97
1666,790,4
1667,790,14
1668,790,33
1669,790,101
1670,790,87
1671,792,2
1672,792,10
1673,792,3
1674,792,11
1675,792,6
1676,793,4
1677,793,14
1678,793,33
1679,793,101
1680,796,57
1681,801,4
1682,801,14
1683,801,33
1684,801,101
1685,802,57
1686,806,2
1687,806,10
1688,807,1
1689,807,28
1690,807,40
1691,807,97
1692,807,2
1693,807,10
1694,807,3
1695,807,11
1696,809,57
1697,809,70
1698,809,29
1699,810,0
1700,810,60
1701,811,0
1702,811,2
1703,811,10
1704,811,3
1705,811,11
1706,811,4
1707,811,14
1708,811,33
1709,811,101
1710,811,15
1711,814,95
1712,814,100
1713,814,4
1714,814,14
1715,814,33
1716,814,101
1717,815,57
1718,815,70
1719,819,1
1720,819,28
1721,819,40
1722,819,97
1723,819,29
1724,819,51
1725,821,92
1726,822,16
1727,822,1
1728,822,28
1729,822,40
1730,822,97
1731,823,9
1732,823,17
1733,823,2
1734,823,10
1735,823,3
1736,823,11
1737,823,12
1738,826,57
1739,826,95
1740,828,8
1741,829,100
1742,829,4
1743,829,14
1744,829,33
1745,829,101
1746,831,2
1747,831,10
1748,831,3
1749,831,11
1750,831,100
1751,831,4
1752,831,14
1753,831,33
1754,831,101
1755,831,6
1756,834,57
1757,835,80
1758,835,70
1759,836,91
1760,836,100
1761,836,4
1762,836,14
1763,836,33
1764,836,101
1765,841,29
1766,841,98
1767,842,3
1768,842,11
1769,842,100
1770,850,1
1771,850,28
1772,850,40
1773,850,97
1774,851,92
1775,851,98
1776,851,4
1777,851,14
1778,851,33
1779,851,101
1780,856,91
1781,856,92
1782,856,57
1783,856,60
1784,858,57
1785,859,95
1786,861,4
1787,861,14
1788,861,33
1789,861,101
1790,865,89
1791,868,100
1792,870,9
1793,870,2
1794,870,10
1795,870,15
1796,871,57
1797,872,83
